"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"names"
"EVL"	3.06131971491221e-19	-0.661499458363956	0.848	0.979	6.6222468072981e-15	"EVL"
"RBPJ"	3.94268605109839e-19	0.91772013352147	0.749	0.483	8.52881846573603e-15	"RBPJ"
"PMAIP1"	4.18527887669794e-19	0.965945355465718	0.518	0.217	9.05359526607298e-15	"PMAIP1"
"CD74"	4.95584270827732e-19	0.491508662449299	0.992	0.969	1.07204789465455e-14	"CD74"
"PTPN4"	6.29263581036691e-19	-1.04768520336755	0.4	0.672	1.36122297849857e-14	"PTPN4"
"RNASET2"	6.30047288075605e-19	-0.782567079629072	0.588	0.834	1.36291829356515e-14	"RNASET2"
"ZBED2"	8.03199813716407e-19	3.01395318472225	0.416	0.152	1.73748183703133e-14	"ZBED2"
"RBL2"	8.5472084050461e-19	-0.898252782636905	0.729	0.886	1.84893212217957e-14	"RBL2"
"CLNK"	9.22621039253594e-19	2.25571761351525	0.295	0.038	1.99581383211337e-14	"CLNK"
"COX7C"	9.38557938302067e-19	0.836322575037688	0.948	0.893	2.03028853213503e-14	"COX7C"
"ARHGEF12"	9.5550030622855e-19	1.10880345605552	0.432	0.134	2.0669382624336e-14	"ARHGEF12"
"TSPYL2"	9.56506356941431e-19	1.03742042138664	0.53	0.224	2.0691145513357e-14	"TSPYL2"
"FKBP1A"	9.75078496003916e-19	0.618960657765739	0.907	0.717	2.10928980255567e-14	"FKBP1A"
"LGALS1"	1.02703247198927e-18	1.25000935397448	0.769	0.603	2.22167664340719e-14	"LGALS1"
"CLIC1"	1.11587550670977e-18	0.478582508991305	0.97	0.9	2.41386189611457e-14	"CLIC1"
"PDE4D"	1.27276833776456e-18	1.57824455563077	0.451	0.172	2.7532524682523e-14	"PDE4D"
"CPNE2"	1.39672989902234e-18	-1.7130932355276	0.07	0.276	3.02140611756513e-14	"CPNE2"
"DUSP1"	1.94847287244132e-18	1.08640832250074	0.728	0.476	4.21493651766507e-14	"DUSP1"
"OST4"	1.95304677168327e-18	0.773348425431138	0.938	0.838	4.22483077650525e-14	"OST4"
"PTGER2"	2.01987932300149e-18	-1.66872214864285	0.14	0.386	4.36940295151682e-14	"PTGER2"
"MIR4632"	2.06321573276942e-18	0.723412837917368	0.874	0.71	4.46314827312682e-14	"MIR4632"
"S100A4"	2.1796870791161e-18	0.691183288511149	0.997	0.993	4.71509908954395e-14	"S100A4"
"SNED1"	2.3827354111458e-18	-1.7457871909557	0.164	0.417	5.15433324139059e-14	"SNED1"
"IQGAP2"	2.4396364152176e-18	-0.951064141225139	0.432	0.7	5.27742149339871e-14	"IQGAP2"
"IL21R"	2.6419279947514e-18	1.01372321775118	0.641	0.376	5.71501863824624e-14	"IL21R"
"CDKN2A"	2.88332114852806e-18	2.23780747815406	0.369	0.107	6.2372003084959e-14	"CDKN2A"
"RAB11FIP1"	3.29181430018039e-18	0.903357896737203	0.695	0.434	7.12085269415021e-14	"RAB11FIP1"
"DGKD"	3.34435796297486e-18	-1.36645212110747	0.109	0.345	7.23451514550722e-14	"DGKD"
"HLA-B"	3.87312565789934e-18	0.259894485574908	1	1	8.37834542316786e-14	"HLA-B"
"BHLHE40-AS1"	4.84925270133872e-18	2.57455040385795	0.33	0.072	1.04899034435359e-13	"BHLHE40-AS1"
"LITAF"	5.59596746371944e-18	-0.930376645607351	0.622	0.797	1.21051968175179e-13	"LITAF"
"IL18R1"	5.89381206753041e-18	1.20084872631502	0.57	0.307	1.27494942644818e-13	"IL18R1"
"CD82"	6.09017255914879e-18	0.802225910212838	0.853	0.686	1.31742612799507e-13	"CD82"
"GIMAP8"	6.47354038505069e-18	-2.03340461986669	0.05	0.238	1.40035625609417e-13	"GIMAP8"
"MICAL2"	6.86850371504061e-18	1.23960294590164	0.464	0.183	1.48579472363758e-13	"MICAL2"
"MIF"	7.48690671851927e-18	0.872505266284714	0.942	0.903	1.61956766135009e-13	"MIF"
"NLRP1"	8.12413902095462e-18	-0.633865304996967	0.644	0.852	1.7574137530129e-13	"NLRP1"
"IFI27L2"	8.31050391491441e-18	0.956301531198107	0.611	0.331	1.79772820687428e-13	"IFI27L2"
"FOSB"	8.79221313967486e-18	1.43477994497302	0.374	0.097	1.90193154637447e-13	"FOSB"
"NOP10"	1.02091575915213e-17	1.06674046759432	0.746	0.555	2.2084449701979e-13	"NOP10"
"CD63"	1.37870553469758e-17	1.10403179240396	0.625	0.359	2.98241581265782e-13	"CD63"
"MRPS6"	1.42865748419968e-17	0.764029340191155	0.723	0.441	3.09047186982075e-13	"MRPS6"
"TRPS1"	1.5686021898584e-17	0.869501505352102	0.495	0.203	3.3932002571017e-13	"TRPS1"
"PDGFA"	1.69486935110568e-17	2.18891385485287	0.246	0.017	3.6663413803118e-13	"PDGFA"
"NDUFB1"	1.76016924732448e-17	1.15881678131733	0.713	0.493	3.80759811581232e-13	"NDUFB1"
"MIF-AS1"	1.82026163121676e-17	0.863568143863588	0.942	0.903	3.93758996064808e-13	"MIF-AS1"
"NPTN"	1.85626346097861e-17	0.928002086225585	0.576	0.279	4.01546911878892e-13	"NPTN"
"FBLN7"	2.63014040049565e-17	1.27436984519334	0.474	0.197	5.6895197143522e-13	"FBLN7"
"MKNK1"	2.63223608670691e-17	1.14891945196379	0.573	0.31	5.69405310276439e-13	"MKNK1"
"RUNX2"	3.16923138117653e-17	-2.27256780523095	0.09	0.3	6.85568132376106e-13	"RUNX2"
"NR3C1"	3.21258267157176e-17	0.826805204605454	0.799	0.576	6.94945883514403e-13	"NR3C1"
"RHBDD2"	3.25340966718664e-17	0.852601748828302	0.728	0.493	7.03777579205814e-13	"RHBDD2"
"SAMD3"	3.49034294828565e-17	-1.21720379600574	0.242	0.503	7.55030986573153e-13	"SAMD3"
"SCO2"	3.64821099158297e-17	1.03852159894368	0.594	0.321	7.89181001699227e-13	"SCO2"
"MFGE8"	3.88051351393058e-17	-1.67463829584767	0.064	0.255	8.39432683333462e-13	"MFGE8"
"SLA"	4.13898192917617e-17	0.610221873032001	0.956	0.862	8.9534457091939e-13	"SLA"
"RNF213"	4.14382118042026e-17	0.639486305935205	0.983	0.955	8.9639139774851e-13	"RNF213"
"CARD10"	4.59945093589688e-17	-0.983084561687433	0.398	0.621	9.94953226453213e-13	"CARD10"
"ATXN7"	5.46433439037535e-17	-1.00062947939978	0.441	0.7	1.182044815326e-12	"ATXN7"
"TRABD2A"	5.46619361177849e-17	-1.63966158123771	0.064	0.255	1.18244700209992e-12	"TRABD2A"
"CTSD"	5.95937917675442e-17	0.714545324443465	0.843	0.693	1.28913290351552e-12	"CTSD"
"LY9"	6.03344978790112e-17	-1.29162415633762	0.342	0.59	1.30515585811877e-12	"LY9"
"CDK6"	6.43588501015984e-17	1.05990150299804	0.552	0.272	1.39221064539778e-12	"CDK6"
"RPS6"	7.26379341198994e-17	-0.393653771330274	0.992	1	1.57130379088166e-12	"RPS6"
"TOX2"	7.40934798325327e-17	1.73326459398219	0.347	0.093	1.60279015573735e-12	"TOX2"
"NAB1"	9.09649890437642e-17	1.19420372064688	0.404	0.131	1.96775464299471e-12	"NAB1"
"IL4R"	9.619460376672e-17	0.874627987862514	0.549	0.255	2.08088166868169e-12	"IL4R"
"GK"	9.67480409363926e-17	1.1984621241941	0.48	0.197	2.09285362153605e-12	"GK"
"SOCS1"	1.01424272327265e-16	1.99013954108443	0.36	0.11	2.1940098589834e-12	"SOCS1"
"PTTG3P"	1.12357636495919e-16	0.768777993820768	0.384	0.11	2.43052039267972e-12	"PTTG3P"
"CRIP2"	1.25410672598146e-16	-3.3137829215519	0.116	0.321	2.7128836696431e-12	"CRIP2"
"CCDC65"	1.25616843659388e-16	-3.49718650576718	0.02	0.159	2.71734356203988e-12	"CCDC65"
"KIAA1551"	1.45062336383358e-16	-0.725976723684991	0.822	0.941	3.13798846064479e-12	"KIAA1551"
"SAMHD1"	1.52831701919219e-16	-0.630166804843835	0.789	0.91	3.30605537591654e-12	"SAMHD1"
"TTYH3"	1.84733858961557e-16	2.542518889826	0.252	0.028	3.9961628370564e-12	"TTYH3"
"EBI3"	2.17113337201892e-16	3.23665481447212	0.242	0.024	4.69659571035132e-12	"EBI3"
"CCDC22"	2.18352738239175e-16	0.049661117797773	0.906	0.648	4.72340643358983e-12	"CCDC22"
"TTN"	2.50762953312517e-16	-0.668922826620421	0.748	0.879	5.42450420605636e-12	"TTN"
"ATP5EP2"	2.58391902649416e-16	0.871406226831811	0.696	0.479	5.58953363811217e-12	"ATP5EP2"
"BST2"	2.6080841316122e-16	0.853043688694814	0.737	0.5	5.64180759350352e-12	"BST2"
"PXN-AS1"	3.10987374856806e-16	-0.843740712135416	0.225	0.483	6.72727889290243e-12	"PXN-AS1"
"PTPRJ"	3.53058303402722e-16	0.827296446891765	0.688	0.421	7.63735721920768e-12	"PTPRJ"
"RPL6"	3.60469753792898e-16	-0.384620314991624	0.98	0.993	7.79768171404798e-12	"RPL6"
"FANCL"	4.03005770418292e-16	1.04966890493653	0.503	0.231	8.71782082568848e-12	"FANCL"
"SKIL"	4.0757550637039e-16	2.22832843490516	0.34	0.103	8.81667335380428e-12	"SKIL"
"NAAA"	4.23828474814184e-16	-1.09538636856534	0.354	0.586	9.16825756718042e-12	"NAAA"
"CCL20"	4.90846101324275e-16	2.7436312958932	0.264	0.041	1.06179828638467e-11	"CCL20"
"RPSAP58"	5.70430536120992e-16	-0.589063124891388	0.871	0.921	1.23395533573693e-11	"RPSAP58"
"CEP78"	5.97538781062587e-16	-1.82588972389426	0.117	0.328	1.29259589119459e-11	"CEP78"
"ASXL2"	6.0051017937709e-16	0.890613454977538	0.643	0.376	1.29902362002852e-11	"ASXL2"
"ICAM2"	6.46426542415108e-16	-0.853855118512049	0.476	0.728	1.39834989655236e-11	"ICAM2"
"GPR171"	6.55797295546926e-16	-1.17335694927153	0.193	0.441	1.41862070972711e-11	"GPR171"
"CDIP1"	6.8235768523871e-16	0.867256672786147	0.508	0.214	1.47607614470838e-11	"CDIP1"
"CBLB"	7.13703525168735e-16	0.774851556584953	0.754	0.524	1.54388346564501e-11	"CBLB"
"FKBP11"	8.14435226542231e-16	-1.04197383544731	0.132	0.355	1.76178628205616e-11	"FKBP11"
"PLAGL1"	8.19491368573627e-16	2.07793466567849	0.258	0.034	1.77272372849847e-11	"PLAGL1"
"SLC9A3R1"	8.2083793228318e-16	-0.649724374987149	0.725	0.855	1.77563661511497e-11	"SLC9A3R1"
"EDF1"	8.44587641086819e-16	0.606139371695918	0.9	0.828	1.82701198519901e-11	"EDF1"
"NR4A2"	9.84633055936661e-16	2.40795129339963	0.383	0.141	2.12995822660219e-11	"NR4A2"
"CORO7"	1.15058500969386e-15	-0.801878521767984	0.558	0.759	2.48894549296977e-11	"CORO7"
"BACE1"	1.18596311660776e-15	-1.59235409768448	0.062	0.241	2.5654754138459e-11	"BACE1"
"CSRNP1"	1.32130177843838e-15	1.51427364924474	0.354	0.107	2.8582400071179e-11	"CSRNP1"
"TPP1"	1.42797057434079e-15	0.534648771302096	0.924	0.766	3.088985946414e-11	"TPP1"
"MIR142"	1.55786031785825e-15	-1.00250784110164	0.126	0.345	3.36996343959097e-11	"MIR142"
"AGBL5"	1.85394113877755e-15	0.533577534840132	0.929	0.831	4.0104454714036e-11	"AGBL5"
"SMCHD1"	1.90839104731124e-15	-0.678044763596221	0.828	0.924	4.12823151354368e-11	"SMCHD1"
"TNS3"	1.94544265972254e-15	3.90058600391794	0.202	0.007	4.2083815615118e-11	"TNS3"
"SHMT2"	1.99097145287442e-15	-1.21216808776701	0.351	0.572	4.30686944685795e-11	"SHMT2"
"BIN1"	2.58338233081562e-15	-0.781750898487171	0.543	0.741	5.58837265802034e-11	"BIN1"
"FOXP1"	2.63114115835009e-15	-0.733027332118669	0.641	0.845	5.69168455374291e-11	"FOXP1"
"GIMAP2"	2.6520313424124e-15	-0.954080543348825	0.298	0.559	5.73687419990651e-11	"GIMAP2"
"IKZF2"	2.97721315531326e-15	0.556992385520531	0.871	0.659	6.44030749757364e-11	"IKZF2"
"GBP2"	2.99876873256773e-15	0.522798826305136	0.957	0.883	6.48693652229051e-11	"GBP2"
"CCR1"	3.00948301579987e-15	3.75527545042435	0.248	0.038	6.51011365977827e-11	"CCR1"
"CTTNBP2NL"	3.03124543048759e-15	1.6328150635879	0.322	0.086	6.55719011523076e-11	"CTTNBP2NL"
"FKBP1A-SDCBP2"	3.08672245550219e-15	0.470211164321628	0.824	0.586	6.67719801574234e-11	"FKBP1A-SDCBP2"
"PELI1"	3.13331153615203e-15	0.718114275306795	0.658	0.393	6.77797951500408e-11	"PELI1"
"MIR611"	3.15191793995256e-15	0.91417036439002	0.658	0.424	6.81822888770538e-11	"MIR611"
"PHACTR2"	3.41343669212762e-15	0.682796227292149	0.733	0.507	7.38394625241046e-11	"PHACTR2"
"GOLGA8A"	3.49416172937162e-15	0.640111757828598	0.891	0.724	7.55857065297669e-11	"GOLGA8A"
"COX17"	3.59710443261652e-15	0.783199954030599	0.676	0.414	7.78125630863607e-11	"COX17"
"RAB9A"	4.08270472350121e-15	1.14720935084504	0.421	0.162	8.83170685787781e-11	"RAB9A"
"PTP4A3"	4.43313241577841e-15	1.56318176747522	0.413	0.169	9.58975204181185e-11	"PTP4A3"
"AHNAK"	4.56055561967314e-15	-0.704697896503572	0.815	0.924	9.86539391647694e-11	"AHNAK"
"HSPA1A"	4.58539065695431e-15	1.0955337287539	0.792	0.6	9.91911706912355e-11	"HSPA1A"
"UBL3"	4.86882007304132e-15	-1.58209545245077	0.179	0.397	1.0532231582003e-10	"UBL3"
"MORC2"	4.90373541996098e-15	-2.27947077141248	0.058	0.228	1.06077604604596e-10	"MORC2"
"TMEM258"	5.34259552144963e-15	0.99513069940103	0.729	0.559	1.15571026319998e-10	"TMEM258"
"SERPINB9"	5.38320450865987e-15	0.854161530633775	0.854	0.714	1.1644947993133e-10	"SERPINB9"
"UBXN11"	6.32836734323281e-15	-0.625974251969629	0.97	0.997	1.36895242368812e-10	"UBXN11"
"SETBP1"	6.41244135589383e-15	3.86306852875661	0.233	0.031	1.38713931410695e-10	"SETBP1"
"POPDC2"	6.76035558034927e-15	0.552337586900688	0.681	0.421	1.46240011914116e-10	"POPDC2"
"MSI2"	6.94544394335864e-15	1.62857174927749	0.357	0.121	1.50243843382734e-10	"MSI2"
"TLDC2"	7.55579631840505e-15	-0.578486190273118	0.544	0.755	1.63446985959738e-10	"TLDC2"
"PFKFB3"	7.62930498743138e-15	1.25577903092648	0.462	0.221	1.65037125488116e-10	"PFKFB3"
"ETV7"	7.75828202520752e-15	1.27762856515682	0.43	0.179	1.67827156769289e-10	"ETV7"
"SYNE2"	8.06104187607009e-15	-0.523556223498205	0.891	0.952	1.74376457863148e-10	"SYNE2"
"ADAT2"	8.47800776954544e-15	1.14763054534241	0.486	0.238	1.83396264070807e-10	"ADAT2"
"MIR3615"	8.92156885543688e-15	-0.642148296938337	0.565	0.752	1.92991377480811e-10	"MIR3615"
"UNQ6494"	1.1035502718644e-14	3.45360654345046	0.226	0.028	2.38719994809707e-10	"UNQ6494"
"GTF3A"	1.14172750553289e-14	-0.59381187094046	0.717	0.893	2.46978493996875e-10	"GTF3A"
"STAT3"	1.24150786699042e-14	0.623748709478327	0.854	0.7	2.68562981787367e-10	"STAT3"
"NDUFA4"	1.26644515247064e-14	0.770547085026196	0.901	0.879	2.73957415382449e-10	"NDUFA4"
"LOC100289511"	1.34962718918217e-14	-0.444459231740371	0.916	0.948	2.91951353563887e-10	"LOC100289511"
"NCOA1"	1.35870461560503e-14	0.845829849180988	0.424	0.166	2.9391498244768e-10	"NCOA1"
"UBB"	1.42365707339787e-14	0.344693499938177	0.994	0.99	3.07965498117428e-10	"UBB"
"SERF2-C15ORF63"	1.43229439441869e-14	0.473790806008998	0.994	1	3.09833923400651e-10	"SERF2-C15ORF63"
"NCOR2"	1.4427806860197e-14	1.22197472052906	0.432	0.176	3.12102317999781e-10	"NCOR2"
"SLC41A1"	1.45266695883581e-14	1.13658992879241	0.471	0.228	3.14240916535362e-10	"SLC41A1"
"MYO5A"	1.47130821732657e-14	0.636911292895044	0.678	0.431	3.18273393572084e-10	"MYO5A"
"FYCO1"	1.48808780750979e-14	1.14366603367016	0.546	0.3	3.21903154520518e-10	"FYCO1"
"SYTL3"	1.52420823549042e-14	0.573713619774784	0.685	0.414	3.29716725501288e-10	"SYTL3"
"GPR15"	2.00059301196043e-14	-2.94987067260677	0.023	0.152	4.32768280347279e-10	"GPR15"
"NCALD"	2.0041141650842e-14	1.07406675462735	0.43	0.186	4.33529976191014e-10	"NCALD"
"GRN"	2.15444751749635e-14	1.00047215860899	0.471	0.217	4.66050086984811e-10	"GRN"
"ENTPD1-AS1"	2.30575412911937e-14	1.07970317996688	0.578	0.334	4.98780733211103e-10	"ENTPD1-AS1"
"CASP1"	2.80321259982265e-14	0.479030832593952	0.979	0.866	6.06390949593637e-10	"CASP1"
"B2M"	3.0876611204475e-14	0.1607491706537	1	1	6.67922853575203e-10	"B2M"
"CD177"	3.15245020088484e-14	4.5538577243855	0.205	0.017	6.81938027455409e-10	"CD177"
"ERI1"	3.17633440477033e-14	0.885029831182705	0.514	0.248	6.87104658439919e-10	"ERI1"
"H3F3C"	3.52800201286442e-14	0.500015946582725	0.907	0.759	7.63177395422832e-10	"H3F3C"
"GALT"	3.76923117954665e-14	-1.09599712128001	0.369	0.593	8.15360088759531e-10	"GALT"
"IFITM2"	4.15019995153121e-14	0.664512545981779	0.93	0.838	8.97771253515231e-10	"IFITM2"
"NDUFA13"	4.17123852151669e-14	0.697032696077618	0.875	0.8	9.0232231697449e-10	"NDUFA13"
"PPP2R5C"	4.23801026947906e-14	-0.785496549535733	0.717	0.848	9.1676638149371e-10	"PPP2R5C"
"CALR"	4.24608773985725e-14	0.756287014621973	0.878	0.79	9.18513699885921e-10	"CALR"
"TSPAN32"	4.29376132188703e-14	-1.24668934315576	0.229	0.448	9.28826449150602e-10	"TSPAN32"
"MYO1E"	4.55669329630829e-14	3.43010357510305	0.204	0.017	9.85703893857408e-10	"MYO1E"
"TSPAN13"	4.65442673337408e-14	3.19769483169578	0.21	0.021	1.00684559096348e-09	"TSPAN13"
"PCNX1"	4.6580389390123e-14	-0.838136874365718	0.426	0.666	1.00762698328714e-09	"PCNX1"
"STAG3L1"	4.73974086958043e-14	-0.791865315707853	0.378	0.603	1.02530074490764e-09	"STAG3L1"
"MYO1F"	4.83147844826786e-14	-0.686827328815381	0.605	0.79	1.0451454179293e-09	"MYO1F"
"ATOX1"	5.61143213917931e-14	1.13826401484294	0.48	0.228	1.21386500034727e-09	"ATOX1"
"BRE-AS1"	5.91761748955747e-14	1.34384495669476	0.544	0.3	1.28009901534107e-09	"BRE-AS1"
"CTC1"	6.01271598433839e-14	-0.715478439997367	0.506	0.728	1.30067072173208e-09	"CTC1"
"PAG1"	6.08639893296111e-14	-0.993829031837521	0.59	0.738	1.31660981717815e-09	"PAG1"
"TRMT112"	6.13922090764126e-14	0.818039939328604	0.801	0.697	1.32803626674096e-09	"TRMT112"
"ELK3"	6.19438463160073e-14	-1.18724036300669	0.277	0.507	1.33996928350787e-09	"ELK3"
"MIR1282"	6.86968245316278e-14	0.459867734336353	0.991	0.993	1.48604970826817e-09	"MIR1282"
"EPHX1"	6.99626267119875e-14	-1.04687783488657	0.116	0.317	1.51343154103371e-09	"EPHX1"
"DYRK2"	7.11950103321142e-14	-1.60356732138663	0.143	0.345	1.54009046350429e-09	"DYRK2"
"GNPTAB"	7.35677011644507e-14	1.05017628783116	0.547	0.321	1.5914165115894e-09	"GNPTAB"
"RPS27L"	8.12501446157175e-14	0.710064109844111	0.871	0.741	1.7576031283272e-09	"RPS27L"
"AKAP5"	8.17370933014011e-14	1.86383689848561	0.277	0.066	1.76813680229591e-09	"AKAP5"
"CCR5"	8.21844339942094e-14	0.882213534747408	0.439	0.193	1.77781367616274e-09	"CCR5"
"RPSA"	8.77520263533114e-14	-0.460626253733522	0.85	0.914	1.89825183407483e-09	"RPSA"
"C6orf62"	9.69225331367592e-14	-0.539967889474975	0.859	0.921	2.09662823681437e-09	"C6orf62"
"RNF149"	9.94886154203602e-14	-0.697387189719474	0.734	0.872	2.15213772877323e-09	"RNF149"
"PRR29"	9.95028341219497e-14	-0.904527247307058	0.38	0.593	2.15244530772602e-09	"PRR29"
"HIF1A"	1.12429379362906e-13	0.814629445192358	0.652	0.445	2.43207233437838e-09	"HIF1A"
"IFITM3"	1.16644075788091e-13	0.932170875479547	0.828	0.69	2.52324464744799e-09	"IFITM3"
"USMG5"	1.20510232000778e-13	1.08213069162744	0.74	0.607	2.60687733864083e-09	"USMG5"
"SOX4"	1.21484938167528e-13	2.42289692411174	0.233	0.038	2.62796218243997e-09	"SOX4"
"PAM"	1.21929160148813e-13	0.779065725338896	0.591	0.348	2.63757159233913e-09	"PAM"
"CISD3"	1.77430297302433e-13	1.33431292226325	0.375	0.145	3.83817219124624e-09	"CISD3"
"PRPF40B"	1.81720385766675e-13	1.05329744478688	0.404	0.169	3.9309753849047e-09	"PRPF40B"
"TMPRSS6"	2.03168624536688e-13	3.40518525086058	0.179	0.007	4.39494368597764e-09	"TMPRSS6"
"RARRES3"	2.12539345404901e-13	-0.506159045353577	0.444	0.697	4.59765111979881e-09	"RARRES3"
"IL21R-AS1"	2.17064211564436e-13	0.939253130649797	0.467	0.221	4.69553302456189e-09	"IL21R-AS1"
"TMC8"	2.18665328712615e-13	-0.539112720717103	0.795	0.879	4.73016839071129e-09	"TMC8"
"IL16"	2.30831261299057e-13	-0.576861811819191	0.772	0.897	4.9933418444212e-09	"IL16"
"YJEFN3"	2.49396182662842e-13	0.661571437236998	0.874	0.797	5.3949382233626e-09	"YJEFN3"
"CENPK"	2.51394392281936e-13	-1.45034968702719	0.161	0.359	5.43816349384285e-09	"CENPK"
"NFKB2"	3.33810172917758e-13	1.0583692812737	0.372	0.141	7.22098166055695e-09	"NFKB2"
"RPS4X"	3.53366288111435e-13	-0.341021938707935	0.979	0.99	7.64401954442657e-09	"RPS4X"
"AQP3"	3.68188420593013e-13	-0.961525428919015	0.336	0.559	7.96465191426805e-09	"AQP3"
"SIGIRR"	3.75270979803478e-13	-0.811178753469729	0.468	0.679	8.11786183510884e-09	"SIGIRR"
"CORO7-PAM16"	3.90504259589537e-13	-0.764642312532524	0.619	0.776	8.44738814344086e-09	"CORO7-PAM16"
"KCNA2"	4.55354391257168e-13	-1.93573441102633	0.012	0.117	9.85022619167505e-09	"KCNA2"
"FLT3LG"	4.87220247708951e-13	-0.575863397318398	0.884	0.979	1.053954839844e-08	"FLT3LG"
"HNRNPLL"	4.90872885782418e-13	0.47886316415412	0.848	0.648	1.06185622652453e-08	"HNRNPLL"
"RNF125"	4.95099663249414e-13	-0.849812310742888	0.336	0.576	1.07099959154113e-08	"RNF125"
"FYB"	5.12522405438911e-13	-0.421839787886363	0.964	0.986	1.10868846744545e-08	"FYB"
"HSP90B2P"	5.16790183282635e-13	0.785104161263526	0.643	0.421	1.117920524477e-08	"HSP90B2P"
"MAP1LC3A"	5.18608899941766e-13	1.4941300010058	0.29	0.079	1.12185477235403e-08	"MAP1LC3A"
"GNA15"	5.36079699887287e-13	1.92188700635796	0.296	0.09	1.15964760679618e-08	"GNA15"
"SLCO3A1"	5.38865548952087e-13	-1.85094552133827	0.041	0.179	1.16567395549315e-08	"SLCO3A1"
"POLR2L"	5.76004831920083e-13	0.82232256373599	0.766	0.603	1.24601365240952e-08	"POLR2L"
"C11orf21"	6.07354929661746e-13	-1.54923377212935	0.09	0.266	1.31383018384429e-08	"C11orf21"
"C16orf74"	6.77473564956296e-13	-2.02620073925043	0.005	0.093	1.46551081571346e-08	"C16orf74"
"CD27"	8.56178465143762e-13	0.454730296000293	0.954	0.855	1.85208525579899e-08	"CD27"
"GIMAP6"	9.5918584021613e-13	-0.801601241309501	0.375	0.61	2.07491080955553e-08	"GIMAP6"
"GDF9"	9.67389463136862e-13	0.887664560127566	0.695	0.528	2.09265688665766e-08	"GDF9"
"STARD9"	9.88923135507067e-13	2.02902443614015	0.242	0.048	2.13923852672889e-08	"STARD9"
"UBL5"	9.98331467617653e-13	0.721899266449617	0.926	0.848	2.15959063075051e-08	"UBL5"
"PDK1"	1.01624878645911e-12	-1.00513909312058	0.22	0.438	2.19834937486835e-08	"PDK1"
"RGMB"	1.05919802354122e-12	-3.62862027845755	0.015	0.121	2.29125716452437e-08	"RGMB"
"MYL6B"	1.16132963215567e-12	0.719147148267456	0.614	0.376	2.51218826027915e-08	"MYL6B"
"LDHA"	1.18831252909415e-12	0.69812449009177	0.913	0.862	2.57055766293646e-08	"LDHA"
"TRAF1"	1.20631119549885e-12	0.718869797315832	0.802	0.634	2.60949237810312e-08	"TRAF1"
"ATPIF1"	1.2139332273805e-12	0.703407241604725	0.822	0.731	2.62598035746949e-08	"ATPIF1"
"YBX1"	1.2142793100084e-12	-0.463302713386549	0.728	0.872	2.62672900341017e-08	"YBX1"
"UQCRQ"	1.24279694835828e-12	0.863411621901265	0.754	0.61	2.68841835868864e-08	"UQCRQ"
"ITM2A"	1.24997591058216e-12	0.714964296700329	0.831	0.707	2.70394788977133e-08	"ITM2A"
"NDUFS5"	1.387789017234e-12	0.751767846066812	0.789	0.669	3.00206520208058e-08	"NDUFS5"
"PPP1CB"	1.40226728667881e-12	0.414065145317886	0.926	0.797	3.0333845945436e-08	"PPP1CB"
"BTLA"	1.48875756717224e-12	1.80506774381106	0.342	0.134	3.22048036930699e-08	"BTLA"
"SLFN5"	1.57058179003297e-12	-0.701621556364513	0.635	0.8	3.39748252819932e-08	"SLFN5"
"FBLN5"	1.61574933818867e-12	-2.68444000485685	0.035	0.162	3.49518896836973e-08	"FBLN5"
"COX6C"	1.62841497676841e-12	0.793347138638328	0.886	0.817	3.52258727774542e-08	"COX6C"
"C1orf162"	1.8345327146893e-12	-2.39047266470822	0.038	0.169	3.96846116841589e-08	"C1orf162"
"NDUFAF3"	1.84306658942188e-12	0.781566243967931	0.588	0.376	3.98692164623741e-08	"NDUFAF3"
"DNAJC1"	1.92637681023981e-12	1.07816310419262	0.465	0.238	4.16713831591076e-08	"DNAJC1"
"TBC1D10C"	1.94282139692304e-12	-0.471078656596218	0.845	0.928	4.20271124582393e-08	"TBC1D10C"
"CALM1"	1.95677204282545e-12	-0.370464101818939	0.994	1	4.23288928304001e-08	"CALM1"
"INPP5F"	2.03349619310181e-12	0.968489500854198	0.403	0.169	4.39885896491784e-08	"INPP5F"
"ESRRA"	2.04109939709291e-12	0.41873772391406	0.781	0.662	4.41530621579138e-08	"ESRRA"
"OTUD5"	2.0816682761015e-12	0.970815293981281	0.529	0.297	4.50306481486277e-08	"OTUD5"
"NOSIP"	2.27963819309087e-12	-0.847791974894345	0.422	0.617	4.93131333929417e-08	"NOSIP"
"MAP3K1"	2.29524516110211e-12	-0.973329611405543	0.406	0.628	4.96507433249608e-08	"MAP3K1"
"GLG1"	2.5232570550868e-12	-0.53013040450294	0.837	0.928	5.45830966156376e-08	"GLG1"
"ARHGAP15"	2.87635660245198e-12	-0.506074817747344	0.848	0.921	6.22213460242412e-08	"ARHGAP15"
"DUSP16"	3.12777008514907e-12	0.665013382304812	0.657	0.441	6.76599224819447e-08	"DUSP16"
"GOLGA8B"	3.27377604272067e-12	0.443146306282037	0.901	0.728	7.08183233561334e-08	"GOLGA8B"
"ATN1"	3.40276927082402e-12	0.656795676502322	0.699	0.517	7.36087048664652e-08	"ATN1"
"ISG15"	3.40331012030042e-12	0.983693932713799	0.661	0.479	7.36204045223388e-08	"ISG15"
"ABI3"	3.58457588930109e-12	1.41730341535121	0.4	0.19	7.75415456373612e-08	"ABI3"
